"","Genes","Re_Set","Re_direction","De_Set","De_direction"
"670","Xele.ptg000002l.193","ReT12","Down-regulated","DeT09","Down-regulated"
"673","Xele.ptg000002l.196","ReT08","Up-regulated","DeT24","Down-regulated"
"674","Xele.ptg000002l.197","ReT04","Up-regulated","DeT12","Down-regulated"
"675","Xele.ptg000002l.198","ReT08","Down-regulated","None","None"
"676","Xele.ptg000002l.199","None","None","DeT12","Down-regulated"
"677","Xele.ptg000002l.200","ReT08","Down-regulated","DeT03","Down-regulated"
"679","Xele.ptg000002l.202","None","None","DeT03","Up-regulated"
"680","Xele.ptg000002l.203","None","None","DeT03","Up-regulated"
"681","Xele.ptg000002l.204","None","None","DeT03","Up-regulated"
"682","Xele.ptg000002l.205","ReT08","Down-regulated","DeT12","Up-regulated"
"683","Xele.ptg000002l.206","ReT08","Down-regulated","None","None"
"684","Xele.ptg000002l.207","None","None","DeT72","Down-regulated"
"687","Xele.ptg000002l.212","ReT02","Up-regulated","DeT12","Down-regulated"
"690","Xele.ptg000002l.217","ReT12","Up-regulated","DeT72","Down-regulated"
"691","Xele.ptg000002l.219","ReT04","Up-regulated","DeT12","Down-regulated"
"694","Xele.ptg000002l.223","ReT12","Up-regulated","DeT24","Down-regulated"
"695","Xele.ptg000002l.225","None","None","DeT12","Down-regulated"
"696","Xele.ptg000002l.226","ReT12","Up-regulated","None","None"
"697","Xele.ptg000002l.227","ReT02","Up-regulated","DeT03","Up-regulated"
"699","Xele.ptg000002l.229","None","None","DeT12","Down-regulated"
"700","Xele.ptg000002l.230","ReT12","Down-regulated","DeT12","Up-regulated"
"702","Xele.ptg000002l.232","ReT08","Up-regulated","DeT12","Down-regulated"
"705","Xele.ptg000002l.235","ReT12","Up-regulated","DeT72","Down-regulated"
"708","Xele.ptg000002l.238","ReT04","Up-regulated","DeT03","Down-regulated"
"709","Xele.ptg000002l.239","ReT02","Up-regulated","DeT03","Down-regulated"
"711","Xele.ptg000002l.241","None","None","DeT09","Down-regulated"
"713","Xele.ptg000002l.243","ReT48","Down-regulated","None","None"
"714","Xele.ptg000002l.245","ReT08","Up-regulated","DeT12","Down-regulated"
"715","Xele.ptg000002l.246","ReT48","Down-regulated","DeT72","Up-regulated"
"719","Xele.ptg000002l.251","None","None","DeT12","Down-regulated"
"723","Xele.ptg000002l.256","None","None","DeT72","Down-regulated"
"724","Xele.ptg000002l.257","ReT08","Down-regulated","DeT03","Up-regulated"
"725","Xele.ptg000002l.258","None","None","DeT03","Up-regulated"
"730","Xele.ptg000002l.267","ReT12","Down-regulated","DeT03","Up-regulated"
"731","Xele.ptg000002l.268","ReT08","Down-regulated","DeT72","Down-regulated"
"732","Xele.ptg000002l.269","None","None","DeT12","Up-regulated"
"733","Xele.ptg000002l.270","ReT04","Up-regulated","DeT72","Down-regulated"
"735","Xele.ptg000002l.273","ReT12","Up-regulated","DeT15","Down-regulated"
"736","Xele.ptg000002l.274","ReT04","Up-regulated","DeT12","Down-regulated"
"738","Xele.ptg000002l.277","ReT02","Up-regulated","DeT12","Down-regulated"
"739","Xele.ptg000002l.278","ReT08","Up-regulated","DeT12","Down-regulated"
"740","Xele.ptg000002l.280","ReT48","Up-regulated","None","None"
"742","Xele.ptg000002l.286","ReT04","Down-regulated","DeT03","Up-regulated"
"743","Xele.ptg000002l.287","ReT08","Down-regulated","DeT03","Up-regulated"
"744","Xele.ptg000002l.288","ReT08","Up-regulated","DeT72","Down-regulated"
"746","Xele.ptg000002l.290","ReT08","Up-regulated","DeT12","Down-regulated"
"747","Xele.ptg000002l.293","ReT08","Down-regulated","DeT12","Up-regulated"
"748","Xele.ptg000002l.294","None","None","DeT12","Down-regulated"
"749","Xele.ptg000002l.297","ReT08","Up-regulated","DeT12","Down-regulated"
"750","Xele.ptg000002l.299","ReT48","Up-regulated","DeT06","Up-regulated"
"751","Xele.ptg000002l.300","ReT04","Down-regulated","None","None"
"757","Xele.ptg000002l.312","ReT08","Down-regulated","DeT12","Up-regulated"
"758","Xele.ptg000002l.313","None","None","DeT12","Down-regulated"
"760","Xele.ptg000002l.315","ReT04","Up-regulated","DeT15","Down-regulated"
"761","Xele.ptg000002l.317","ReT48","Up-regulated","DeT09","Down-regulated"
"762","Xele.ptg000002l.318","ReT48","Up-regulated","DeT06","Down-regulated"
"763","Xele.ptg000002l.319","ReT08","Up-regulated","DeT24","Down-regulated"
"764","Xele.ptg000002l.322","ReT12","Down-regulated","DeT12","Up-regulated"
"765","Xele.ptg000002l.324","ReT48","Down-regulated","None","None"
"767","Xele.ptg000002l.329","ReT04","Up-regulated","DeT03","Down-regulated"
"770","Xele.ptg000002l.336","ReT48","Down-regulated","None","None"
"774","Xele.ptg000002l.347","None","None","DeT03","Down-regulated"
"775","Xele.ptg000002l.350","ReT08","Up-regulated","DeT15","Down-regulated"
"777","Xele.ptg000002l.353","None","None","DeT24","Down-regulated"
"778","Xele.ptg000002l.354","None","None","DeT24","Up-regulated"
"779","Xele.ptg000002l.355","ReT04","Up-regulated","DeT12","Down-regulated"
"785","Xele.ptg000002l.363","ReT04","Up-regulated","None","None"
"786","Xele.ptg000002l.364","ReT12","Down-regulated","DeT12","Up-regulated"
"789","Xele.ptg000002l.368","ReT04","Up-regulated","None","None"
"791","Xele.ptg000002l.372","ReT48","Down-regulated","None","None"
"793","Xele.ptg000002l.374","None","None","DeT12","Up-regulated"
"795","Xele.ptg000002l.376","ReT04","Up-regulated","DeT12","Down-regulated"
"796","Xele.ptg000002l.377","ReT04","Down-regulated","DeT03","Down-regulated"
"800","Xele.ptg000002l.383","ReT48","Down-regulated","DeT03","Up-regulated"
"803","Xele.ptg000002l.386","ReT04","Up-regulated","DeT72","Down-regulated"
"804","Xele.ptg000002l.387","ReT12","Up-regulated","DeT24","Down-regulated"
"805","Xele.ptg000002l.389","ReT08","Up-regulated","DeT72","Down-regulated"
"806","Xele.ptg000002l.390","ReT48","Up-regulated","DeT72","Down-regulated"
"807","Xele.ptg000002l.391","ReT12","Up-regulated","DeT12","Down-regulated"
"808","Xele.ptg000002l.392","ReT04","Up-regulated","DeT15","Down-regulated"
"809","Xele.ptg000002l.393","ReT08","Up-regulated","DeT15","Down-regulated"
"810","Xele.ptg000002l.394","ReT48","Down-regulated","DeT12","Up-regulated"
"811","Xele.ptg000002l.395","None","None","DeT12","Down-regulated"
"812","Xele.ptg000002l.396","None","None","DeT12","Down-regulated"
"813","Xele.ptg000002l.397","ReT04","Up-regulated","DeT12","Down-regulated"
"814","Xele.ptg000002l.398","ReT08","Up-regulated","DeT03","Down-regulated"
"815","Xele.ptg000002l.399","None","None","DeT09","Down-regulated"
"816","Xele.ptg000002l.402","ReT12","Up-regulated","DeT15","Down-regulated"
"820","Xele.ptg000002l.406","ReT08","Down-regulated","None","None"
"823","Xele.ptg000002l.409","None","None","DeT12","Down-regulated"
"824","Xele.ptg000002l.410","None","None","DeT03","Up-regulated"
"825","Xele.ptg000002l.411","ReT02","Up-regulated","DeT12","Down-regulated"
"828","Xele.ptg000002l.415","ReT08","Up-regulated","DeT03","Down-regulated"
"829","Xele.ptg000002l.417","None","None","DeT03","Down-regulated"
"832","Xele.ptg000002l.425","ReT04","Down-regulated","DeT03","Up-regulated"
"833","Xele.ptg000002l.426","ReT08","Up-regulated","DeT24","Down-regulated"
"835","Xele.ptg000002l.429","ReT48","Up-regulated","None","None"
"838","Xele.ptg000002l.433","ReT48","Up-regulated","None","None"
"839","Xele.ptg000002l.434","ReT08","Down-regulated","DeT12","Up-regulated"
"840","Xele.ptg000002l.436","ReT02","Up-regulated","None","None"
"842","Xele.ptg000002l.443","None","None","DeT12","Up-regulated"
"843","Xele.ptg000002l.444","None","None","DeT12","Up-regulated"
"844","Xele.ptg000002l.445","ReT48","Down-regulated","DeT72","Up-regulated"
"848","Xele.ptg000002l.449","ReT02","Up-regulated","DeT72","Down-regulated"
"851","Xele.ptg000002l.453","ReT12","Down-regulated","None","None"
"854","Xele.ptg000002l.456","ReT02","Up-regulated","DeT12","Down-regulated"
"855","Xele.ptg000002l.457","None","None","DeT12","Down-regulated"
"856","Xele.ptg000002l.458","ReT12","Down-regulated","DeT03","Up-regulated"
"857","Xele.ptg000002l.459","ReT12","Down-regulated","DeT15","Up-regulated"
"860","Xele.ptg000002l.462","None","None","DeT12","Up-regulated"
"862","Xele.ptg000002l.464","None","None","DeT03","Up-regulated"
"863","Xele.ptg000002l.465","ReT04","Up-regulated","DeT12","Down-regulated"
"864","Xele.ptg000002l.467","None","None","DeT12","Up-regulated"
"865","Xele.ptg000002l.468","None","None","DeT03","Up-regulated"
"868","Xele.ptg000002l.471","None","None","DeT03","Down-regulated"
"869","Xele.ptg000002l.472","ReT08","Up-regulated","None","None"
"870","Xele.ptg000002l.473","None","None","DeT12","Down-regulated"
"872","Xele.ptg000002l.475","ReT08","Down-regulated","DeT12","Up-regulated"
"874","Xele.ptg000002l.477","ReT12","Up-regulated","DeT06","Up-regulated"
"875","Xele.ptg000002l.478","ReT08","Up-regulated","DeT06","Up-regulated"
"876","Xele.ptg000002l.479","ReT48","Down-regulated","None","None"
"877","Xele.ptg000002l.480","ReT08","Up-regulated","DeT03","Down-regulated"
"878","Xele.ptg000002l.482","None","None","DeT15","Down-regulated"
"880","Xele.ptg000002l.485","None","None","DeT06","Up-regulated"
"889","Xele.ptg000002l.495","ReT12","Down-regulated","DeT72","Up-regulated"
"892","Xele.ptg000002l.499","ReT08","Down-regulated","DeT03","Up-regulated"
"893","Xele.ptg000002l.500","ReT08","Up-regulated","DeT15","Down-regulated"
"895","Xele.ptg000002l.502","ReT04","Up-regulated","DeT12","Down-regulated"
"896","Xele.ptg000002l.504","None","None","DeT09","Down-regulated"
"897","Xele.ptg000002l.505","ReT04","Up-regulated","DeT06","Up-regulated"
"901","Xele.ptg000002l.509","ReT08","Down-regulated","DeT09","Down-regulated"
"903","Xele.ptg000002l.511","ReT08","Down-regulated","DeT72","Up-regulated"
"904","Xele.ptg000002l.512","ReT02","Up-regulated","DeT72","Down-regulated"
"905","Xele.ptg000002l.513","ReT08","Up-regulated","None","None"
"910","Xele.ptg000002l.518","ReT08","Up-regulated","None","None"
"915","Xele.ptg000002l.523","ReT12","Up-regulated","None","None"
"916","Xele.ptg000002l.524","ReT04","Up-regulated","DeT15","Down-regulated"
"917","Xele.ptg000002l.525","None","None","DeT12","Down-regulated"
"920","Xele.ptg000002l.532","ReT12","Up-regulated","DeT72","Down-regulated"
"921","Xele.ptg000002l.533","None","None","DeT12","Down-regulated"
"922","Xele.ptg000002l.534","ReT08","Down-regulated","DeT24","Up-regulated"
"923","Xele.ptg000002l.535","None","None","DeT12","Up-regulated"
"924","Xele.ptg000002l.536","ReT02","Up-regulated","DeT09","Down-regulated"
"925","Xele.ptg000002l.537","ReT12","Up-regulated","DeT12","Down-regulated"
"927","Xele.ptg000002l.542","ReT08","Down-regulated","DeT03","Up-regulated"
"928","Xele.ptg000002l.543","ReT04","Up-regulated","DeT15","Down-regulated"
"929","Xele.ptg000002l.544","ReT48","Down-regulated","DeT24","Up-regulated"
"930","Xele.ptg000002l.545","None","None","DeT03","Down-regulated"
"932","Xele.ptg000002l.547","ReT01","Down-regulated","DeT24","Down-regulated"
"933","Xele.ptg000002l.548","None","None","DeT24","Down-regulated"
"934","Xele.ptg000002l.549","None","None","DeT12","Up-regulated"
"938","Xele.ptg000002l.553","ReT08","Up-regulated","DeT12","Down-regulated"
"941","Xele.ptg000002l.556","ReT12","Down-regulated","DeT03","Up-regulated"
"944","Xele.ptg000002l.559","None","None","DeT09","Down-regulated"
"945","Xele.ptg000002l.560","ReT12","Down-regulated","DeT12","Up-regulated"
"949","Xele.ptg000002l.565","ReT08","Down-regulated","DeT12","Up-regulated"
"951","Xele.ptg000002l.570","ReT12","Down-regulated","DeT03","Up-regulated"
"952","Xele.ptg000002l.571","ReT12","Down-regulated","DeT03","Up-regulated"
"957","Xele.ptg000002l.576","ReT04","Down-regulated","DeT03","Up-regulated"
"958","Xele.ptg000002l.579","ReT04","Up-regulated","DeT12","Down-regulated"
"960","Xele.ptg000002l.582","ReT12","Down-regulated","None","None"
"961","Xele.ptg000002l.584","ReT12","Up-regulated","DeT24","Down-regulated"
"963","Xele.ptg000002l.587","ReT48","Up-regulated","DeT15","Down-regulated"
"966","Xele.ptg000002l.590","None","None","DeT09","Down-regulated"
"968","Xele.ptg000002l.592","ReT48","Up-regulated","DeT24","Down-regulated"
"971","Xele.ptg000003l.4","ReT12","Up-regulated","DeT72","Down-regulated"
"976","Xele.ptg000003l.9","ReT12","Up-regulated","DeT12","Down-regulated"
"977","Xele.ptg000003l.10","ReT48","Down-regulated","None","None"
"978","Xele.ptg000003l.11","ReT12","Down-regulated","None","None"
"979","Xele.ptg000003l.12","ReT04","Up-regulated","DeT12","Down-regulated"
"981","Xele.ptg000003l.14","ReT04","Up-regulated","DeT12","Down-regulated"
"982","Xele.ptg000003l.15","ReT04","Up-regulated","DeT03","Down-regulated"
"985","Xele.ptg000003l.19","None","None","DeT12","Down-regulated"
"988","Xele.ptg000003l.22","None","None","DeT72","Up-regulated"
"990","Xele.ptg000003l.24","ReT02","Up-regulated","DeT12","Down-regulated"
"992","Xele.ptg000003l.26","ReT08","Down-regulated","DeT03","Up-regulated"
"993","Xele.ptg000003l.27","ReT04","Up-regulated","DeT03","Up-regulated"
"994","Xele.ptg000003l.28","ReT08","Up-regulated","None","None"
"997","Xele.ptg000003l.31","ReT08","Up-regulated","DeT12","Down-regulated"
"998","Xele.ptg000003l.32","ReT04","Up-regulated","DeT12","Down-regulated"
"999","Xele.ptg000003l.33","ReT04","Up-regulated","DeT03","Down-regulated"
"1004","Xele.ptg000003l.38","ReT04","Up-regulated","DeT12","Down-regulated"
"1006","Xele.ptg000003l.40","ReT12","Down-regulated","DeT03","Up-regulated"
"1008","Xele.ptg000003l.42","ReT08","Down-regulated","DeT03","Up-regulated"
"1009","Xele.ptg000003l.43","None","None","DeT12","Down-regulated"
"1011","Xele.ptg000003l.45","None","None","DeT15","Down-regulated"
"1012","Xele.ptg000003l.46","ReT02","Up-regulated","DeT72","Down-regulated"
"1013","Xele.ptg000003l.47","ReT04","Up-regulated","DeT12","Down-regulated"
"1015","Xele.ptg000003l.49","ReT12","Up-regulated","DeT12","Down-regulated"
"1017","Xele.ptg000003l.51","ReT12","Down-regulated","None","None"
"1018","Xele.ptg000003l.52","ReT08","Down-regulated","None","None"
"1019","Xele.ptg000003l.54","ReT48","Up-regulated","DeT72","Down-regulated"
"1021","Xele.ptg000003l.56","ReT08","Up-regulated","DeT03","Down-regulated"
"1023","Xele.ptg000003l.58","None","None","DeT12","Up-regulated"
"1024","Xele.ptg000003l.60","ReT04","Up-regulated","DeT12","Down-regulated"
"1025","Xele.ptg000003l.61","ReT04","Up-regulated","DeT12","Down-regulated"
"1026","Xele.ptg000003l.63","ReT12","Down-regulated","DeT03","Up-regulated"
"1027","Xele.ptg000003l.64","ReT08","Down-regulated","DeT03","Up-regulated"
"1028","Xele.ptg000003l.66","ReT48","Up-regulated","None","None"
"1029","Xele.ptg000003l.67","ReT48","Up-regulated","DeT15","Down-regulated"
"1030","Xele.ptg000003l.68","ReT48","Up-regulated","DeT06","Down-regulated"
"1031","Xele.ptg000003l.69","ReT02","Up-regulated","DeT03","Down-regulated"
"1033","Xele.ptg000003l.71","None","None","DeT12","Down-regulated"
"1034","Xele.ptg000003l.72","ReT08","Up-regulated","DeT72","Down-regulated"
"1038","Xele.ptg000003l.77","ReT08","Up-regulated","DeT12","Down-regulated"
"1039","Xele.ptg000003l.78","ReT02","Up-regulated","DeT12","Down-regulated"
"1041","Xele.ptg000003l.82","ReT12","Down-regulated","DeT15","Up-regulated"
"1042","Xele.ptg000003l.83","None","None","DeT03","Down-regulated"
"1043","Xele.ptg000003l.84","None","None","DeT12","Down-regulated"
"1045","Xele.ptg000003l.86","ReT08","Up-regulated","DeT12","Down-regulated"
"1047","Xele.ptg000003l.88","None","None","DeT12","Down-regulated"
"1048","Xele.ptg000003l.89","ReT04","Up-regulated","DeT03","Down-regulated"
"1049","Xele.ptg000003l.91","None","None","DeT12","Down-regulated"
"1052","Xele.ptg000003l.95","ReT12","Down-regulated","None","None"
"1053","Xele.ptg000003l.96","None","None","DeT09","Up-regulated"
"1054","Xele.ptg000003l.97","ReT04","Down-regulated","DeT09","Down-regulated"
"1055","Xele.ptg000003l.98","None","None","DeT12","Up-regulated"
"1056","Xele.ptg000003l.99","None","None","DeT03","Down-regulated"
"1057","Xele.ptg000003l.100","None","None","DeT06","Up-regulated"
"1060","Xele.ptg000003l.103","ReT04","Up-regulated","DeT12","Down-regulated"
"1061","Xele.ptg000003l.104","ReT12","Down-regulated","DeT72","Up-regulated"
"1064","Xele.ptg000003l.107","ReT48","Up-regulated","DeT72","Down-regulated"
"1065","Xele.ptg000003l.108","ReT08","Up-regulated","DeT24","Down-regulated"
"1066","Xele.ptg000003l.109","ReT02","Up-regulated","DeT06","Up-regulated"
"1067","Xele.ptg000003l.111","ReT02","Up-regulated","DeT06","Up-regulated"
"1069","Xele.ptg000003l.113","ReT48","Up-regulated","DeT12","Down-regulated"
"1070","Xele.ptg000003l.114","ReT08","Up-regulated","DeT03","Down-regulated"
"1071","Xele.ptg000003l.115","ReT12","Up-regulated","None","None"
"1078","Xele.ptg000003l.123","ReT04","Up-regulated","DeT03","Down-regulated"
"1079","Xele.ptg000003l.124","ReT08","Up-regulated","DeT12","Down-regulated"
"1080","Xele.ptg000003l.125","ReT12","Up-regulated","DeT09","Down-regulated"
"1084","Xele.ptg000003l.130","ReT02","Up-regulated","DeT12","Down-regulated"
"1085","Xele.ptg000003l.131","None","None","DeT03","Down-regulated"
"1086","Xele.ptg000003l.132","ReT08","Down-regulated","DeT12","Up-regulated"
"1087","Xele.ptg000003l.133","ReT04","Up-regulated","DeT12","Down-regulated"
"1089","Xele.ptg000003l.135","ReT48","Up-regulated","DeT12","Up-regulated"
"1093","Xele.ptg000003l.139","ReT08","Down-regulated","DeT03","Up-regulated"
"1096","Xele.ptg000003l.142","ReT12","Up-regulated","DeT12","Down-regulated"
"1097","Xele.ptg000003l.143","None","None","DeT03","Down-regulated"
"1100","Xele.ptg000003l.146","ReT12","Down-regulated","DeT03","Down-regulated"
"1103","Xele.ptg000003l.150","ReT08","Up-regulated","DeT09","Down-regulated"
"1104","Xele.ptg000003l.152","ReT08","Up-regulated","DeT09","Down-regulated"
"1105","Xele.ptg000003l.153","ReT08","Up-regulated","DeT12","Down-regulated"
"1106","Xele.ptg000003l.155","ReT04","Down-regulated","DeT03","Up-regulated"
"1107","Xele.ptg000003l.156","ReT04","Up-regulated","DeT72","Down-regulated"
"1108","Xele.ptg000003l.157","ReT08","Up-regulated","DeT09","Up-regulated"
"1112","Xele.ptg000003l.161","None","None","DeT06","Up-regulated"
"1113","Xele.ptg000003l.162","ReT08","Up-regulated","DeT12","Down-regulated"
"1116","Xele.ptg000003l.165","ReT08","Down-regulated","DeT03","Up-regulated"
"1117","Xele.ptg000003l.166","ReT04","Down-regulated","DeT09","Up-regulated"
"1118","Xele.ptg000003l.167","None","None","DeT15","Down-regulated"
"1119","Xele.ptg000003l.168","ReT48","Up-regulated","DeT24","Down-regulated"
"1120","Xele.ptg000003l.169","None","None","DeT24","Down-regulated"
"1121","Xele.ptg000003l.170","None","None","DeT12","Up-regulated"
"1122","Xele.ptg000003l.171","ReT02","Up-regulated","DeT12","Down-regulated"
"1123","Xele.ptg000003l.172","None","None","DeT72","Down-regulated"
"1128","Xele.ptg000003l.177","ReT48","Down-regulated","DeT12","Up-regulated"
